,index,STATION_NAME,PARAMETER,RAW_VALUE
8830,2012-03-01,Kelowna,PM25,2.939577019047622
8865,2012-04-01,Kelowna,PM25,3.832708085545725
8900,2012-05-01,Kelowna,PM25,3.2558975656292337
8935,2012-06-01,Kelowna,PM25,2.1971592591036457
8969,2012-07-01,Kelowna,PM25,6.413153725947526
9003,2012-08-01,Kelowna,PM25,4.870630371546967
9037,2012-09-01,Kelowna,PM25,5.558554012517393
9071,2012-10-01,Kelowna,PM25,4.073304365508374
9105,2012-11-01,Kelowna,PM25,7.475204671537916
9139,2012-12-01,Kelowna,PM25,4.690854146603895
9173,2013-01-01,Kelowna,PM25,4.95959667830253
9207,2013-02-01,Kelowna,PM25,5.383514271056656
9241,2013-03-01,Kelowna,PM25,6.135396596832239
9276,2013-04-01,Kelowna,PM25,3.182354195093459
9310,2013-05-01,Kelowna,PM25,3.0219197375565643
9345,2013-06-01,Kelowna,PM25,1.8361347548948561
9379,2013-07-01,Kelowna,PM25,4.2473544233807115
9412,2013-08-01,Kelowna,PM25,5.7129351230660905
9446,2013-09-01,Kelowna,PM25,5.131512349650349
9480,2013-10-01,Kelowna,PM25,7.650281503034362
9514,2013-11-01,Kelowna,PM25,11.271892469644106
9548,2013-12-01,Kelowna,PM25,6.003370985858587
9582,2014-01-01,Kelowna,PM25,5.639550019528611
9616,2014-02-01,Kelowna,PM25,5.249113366144653
9651,2014-03-01,Kelowna,PM25,5.3519390559299
9686,2014-04-01,Kelowna,PM25,4.345799218543063
9721,2014-05-01,Kelowna,PM25,2.789238911860723
9756,2014-06-01,Kelowna,PM25,3.228590125557208
9791,2014-07-01,Kelowna,PM25,6.058985660601905
9827,2014-08-01,Kelowna,PM25,7.676894781650062
9863,2014-09-01,Kelowna,PM25,4.1753106259150785
9899,2014-10-01,Kelowna,PM25,5.909603414965974
9935,2014-11-01,Kelowna,PM25,8.804726021246438
9971,2014-12-01,Kelowna,PM25,7.516614044254094
10007,2015-01-01,Kelowna,PM25,5.034373644683702
5112,2015-02-01,Kelowna,PM10,21.589153960000004
10044,2015-02-01,Kelowna,PM25,7.330996653906219
5127,2015-03-01,Kelowna,PM10,19.859744094594546
10080,2015-03-01,Kelowna,PM25,7.978829451351362
5143,2015-04-01,Kelowna,PM10,11.86258327692307
10116,2015-04-01,Kelowna,PM25,4.446037061281335
5159,2015-05-01,Kelowna,PM10,12.713212934156374
10152,2015-05-01,Kelowna,PM25,5.939212399999995
5175,2015-06-01,Kelowna,PM10,12.42856332775453
10187,2015-06-01,Kelowna,PM25,5.1921838956884505
5189,2015-07-01,Kelowna,PM10,15.361029730978258
10220,2015-07-01,Kelowna,PM25,7.720639354054061
5203,2015-08-01,Kelowna,PM10,38.25819731929344
10254,2015-08-01,Kelowna,PM25,29.31107443817205
5218,2015-09-01,Kelowna,PM10,12.374927891643454
10288,2015-09-01,Kelowna,PM25,4.7775109245810095
5234,2015-10-01,Kelowna,PM10,13.860740670255728
10323,2015-10-01,Kelowna,PM25,7.478552694892466
5249,2015-11-01,Kelowna,PM10,13.299611254874643
10358,2015-11-01,Kelowna,PM25,9.005811995833332
5264,2015-12-01,Kelowna,PM10,9.117068136118599
10393,2015-12-01,Kelowna,PM25,6.627129755047098
5279,2016-01-01,Kelowna,PM10,10.647491207628507
10428,2016-01-01,Kelowna,PM25,8.382488577956993
5294,2016-02-01,Kelowna,PM10,16.73598006916424
10463,2016-02-01,Kelowna,PM25,8.022914935107918
5308,2016-03-01,Kelowna,PM10,16.282125456639566
10498,2016-03-01,Kelowna,PM25,6.213452840324763
5322,2016-04-01,Kelowna,PM10,16.100459424791108
10532,2016-04-01,Kelowna,PM25,5.727380038942979
5337,2016-05-01,Kelowna,PM10,9.900676040431263
10566,2016-05-01,Kelowna,PM25,4.088000931451609
5351,2016-06-01,Kelowna,PM10,9.823581628133708
10600,2016-06-01,Kelowna,PM25,3.7403573152777794
5364,2016-07-01,Kelowna,PM10,9.814845068733161
10634,2016-07-01,Kelowna,PM25,3.776380766129037
5377,2016-08-01,Kelowna,PM10,13.478338299595146
10667,2016-08-01,Kelowna,PM25,5.206300570270272
5391,2016-09-01,Kelowna,PM10,10.073051494444433
10700,2016-09-01,Kelowna,PM25,2.987536932367145
5405,2016-10-01,Kelowna,PM10,11.575169142857128
10733,2016-10-01,Kelowna,PM25,6.40624681643836
5419,2016-11-01,Kelowna,PM10,15.697711697350046
10766,2016-11-01,Kelowna,PM25,9.002315133518778
5433,2016-12-01,Kelowna,PM10,8.647410487870607
10799,2016-12-01,Kelowna,PM25,6.530038904441462
5447,2017-01-01,Kelowna,PM10,10.17528
10832,2017-01-01,Kelowna,PM25,9.936916
13,2000-01-01,Kitimat,PM10,6.715187021180712
43,2000-02-01,Kitimat,PM10,8.539606337013922
73,2000-03-01,Kitimat,PM10,7.334080717488789
104,2000-04-01,Kitimat,PM10,10.302282254308338
134,2000-05-01,Kitimat,PM10,11.10812023328847
165,2000-06-01,Kitimat,PM10,11.938545150501673
195,2000-07-01,Kitimat,PM10,9.642089662838089
227,2000-08-01,Kitimat,PM10,11.719534050179211
257,2000-09-01,Kitimat,PM10,11.199907235621522
287,2000-10-01,Kitimat,PM10,8.592715231788079
318,2000-11-01,Kitimat,PM10,6.449093444909344
349,2000-12-01,Kitimat,PM10,7.21390134529148
380,2001-01-01,Kitimat,PM10,6.9456668163448585
411,2001-02-01,Kitimat,PM10,7.603576751117735
443,2001-03-01,Kitimat,PM10,6.372407574391343
475,2001-04-01,Kitimat,PM10,10.458430097538319
506,2001-05-01,Kitimat,PM10,7.048298068077277
536,2001-06-01,Kitimat,PM10,10.108020398701901
565,2001-07-01,Kitimat,PM10,11.702540415704387
598,2001-08-01,Kitimat,PM10,12.829903978052126
632,2001-09-01,Kitimat,PM10,8.393770339377033
666,2001-10-01,Kitimat,PM10,8.166967509025271
700,2001-11-01,Kitimat,PM10,7.222481343283582
734,2001-12-01,Kitimat,PM10,5.923354373309287
768,2002-01-01,Kitimat,PM10,5.825116279069768
801,2002-02-01,Kitimat,PM10,6.414989939637827
835,2002-03-01,Kitimat,PM10,9.77289211242067
869,2002-04-01,Kitimat,PM10,12.064455861746847
5793,2002-04-01,Kitimat,PM25,5.3700787401574805
904,2002-05-01,Kitimat,PM10,8.792079207920793
5810,2002-05-01,Kitimat,PM25,2.6628455832771407
939,2002-06-01,Kitimat,PM10,11.518173345759553
5827,2002-06-01,Kitimat,PM25,3.2412587412587412
973,2002-07-01,Kitimat,PM10,12.006750675067506
5844,2002-07-01,Kitimat,PM25,3.705683355886333
1008,2002-08-01,Kitimat,PM10,10.894279176201373
5861,2002-08-01,Kitimat,PM25,3.2904536222071767
1042,2002-09-01,Kitimat,PM10,9.553675048355899
5878,2002-09-01,Kitimat,PM25,2.2558303886925795
1074,2002-10-01,Kitimat,PM10,9.630013519603425
5894,2002-10-01,Kitimat,PM25,3.6103633916554507
1108,2002-11-01,Kitimat,PM10,8.386342376052385
5910,2002-11-01,Kitimat,PM25,4.1155988857938715
1143,2002-12-01,Kitimat,PM10,6.318996415770609
5926,2002-12-01,Kitimat,PM25,2.864247311827957
1178,2003-01-01,Kitimat,PM10,7.731443994601889
5942,2003-01-01,Kitimat,PM25,3.0593792172739542
1213,2003-02-01,Kitimat,PM10,7.174107142857143
5959,2003-02-01,Kitimat,PM25,2.7916666666666665
1248,2003-03-01,Kitimat,PM10,9.640216411181244
5977,2003-03-01,Kitimat,PM25,2.951252538930264
1283,2003-04-01,Kitimat,PM10,8.067441860465117
5995,2003-04-01,Kitimat,PM25,3.045233124565066
1318,2003-05-01,Kitimat,PM10,11.931899641577061
6012,2003-05-01,Kitimat,PM25,3.4818548387096775
1353,2003-06-01,Kitimat,PM10,9.5349698934692
6029,2003-06-01,Kitimat,PM25,2.386111111111111
1388,2003-07-01,Kitimat,PM10,9.994480220791168
6046,2003-07-01,Kitimat,PM25,2.8947368421052633
1423,2003-08-01,Kitimat,PM10,11.452402538531278
6064,2003-08-01,Kitimat,PM25,4.503171247357294
1458,2003-09-01,Kitimat,PM10,8.755803156917363
6082,2003-09-01,Kitimat,PM25,2.4599303135888504
1493,2003-10-01,Kitimat,PM10,10.48850833708878
6100,2003-10-01,Kitimat,PM25,3.7491548343475323
1527,2003-11-01,Kitimat,PM10,8.191755442334413
6118,2003-11-01,Kitimat,PM25,4.039748953974895
1562,2003-12-01,Kitimat,PM10,6.996410946612831
6136,2003-12-01,Kitimat,PM25,3.0188298587760594
1597,2004-01-01,Kitimat,PM10,7.696452626852268
6154,2004-01-01,Kitimat,PM25,2.705802968960864
1632,2004-02-01,Kitimat,PM10,8.739463601532567
6173,2004-02-01,Kitimat,PM25,3.497841726618705
1666,2004-03-01,Kitimat,PM10,8.539346525540727
6192,2004-03-01,Kitimat,PM25,3.30931339225017
1701,2004-04-01,Kitimat,PM10,9.789717461787864
6211,2004-04-01,Kitimat,PM25,3.5910987482614742
1736,2004-05-01,Kitimat,PM10,12.613799283154123
6230,2004-05-01,Kitimat,PM25,3.334685598377282
1771,2004-06-01,Kitimat,PM10,13.044297832233742
6249,2004-06-01,Kitimat,PM25,5.412356321839081
1806,2004-07-01,Kitimat,PM10,11.50437989857077
6268,2004-07-01,Kitimat,PM25,3.903663500678426
1841,2004-08-01,Kitimat,PM10,12.39224526600541
6288,2004-08-01,Kitimat,PM25,5.131766381766382
1876,2004-09-01,Kitimat,PM10,9.457422056770591
6308,2004-09-01,Kitimat,PM25,3.127808988764045
1911,2004-10-01,Kitimat,PM10,8.172274562584118
6328,2004-10-01,Kitimat,PM25,2.9959514170040484
1946,2004-11-01,Kitimat,PM10,5.935155164427976
6348,2004-11-01,Kitimat,PM25,2.836122733612273
1981,2004-12-01,Kitimat,PM10,6.663366336633663
6368,2004-12-01,Kitimat,PM25,2.427501701837985
2016,2005-01-01,Kitimat,PM10,7.475806451612903
6388,2005-01-01,Kitimat,PM25,3.1072874493927127
2052,2005-02-01,Kitimat,PM10,8.56234475906607
6409,2005-02-01,Kitimat,PM25,4.090433482810164
2088,2005-03-01,Kitimat,PM10,9.31662149954833
6430,2005-03-01,Kitimat,PM25,3.603448275862069
2125,2005-04-01,Kitimat,PM10,9.615562760537285
6452,2005-04-01,Kitimat,PM25,2.714783821478382
2160,2005-05-01,Kitimat,PM10,12.402247191011236
6474,2005-05-01,Kitimat,PM25,3.4334470989761092
2197,2005-06-01,Kitimat,PM10,9.973953488372093
6496,2005-06-01,Kitimat,PM25,2.6671368124118477
2234,2005-07-01,Kitimat,PM10,8.55585464333782
6518,2005-07-01,Kitimat,PM25,2.4378818737270875
2271,2005-08-01,Kitimat,PM10,11.532405184829573
6540,2005-08-01,Kitimat,PM25,4.870491803278688
2308,2005-09-01,Kitimat,PM10,8.966093822573153
6562,2005-09-01,Kitimat,PM25,2.806993006993007
2345,2005-10-01,Kitimat,PM10,7.580689029918404
6584,2005-10-01,Kitimat,PM25,2.4971428571428573
2382,2005-11-01,Kitimat,PM10,7.0324825986078885
6606,2005-11-01,Kitimat,PM25,2.682672233820459
2418,2005-12-01,Kitimat,PM10,8.209662288930582
6628,2005-12-01,Kitimat,PM25,3.4431736954967835
2454,2006-01-01,Kitimat,PM10,6.636234626300851
6650,2006-01-01,Kitimat,PM25,2.564540059347181
2490,2006-02-01,Kitimat,PM10,11.100456621004566
6672,2006-02-01,Kitimat,PM25,3.9497444633730834
2526,2006-03-01,Kitimat,PM10,10.644433781190019
6694,2006-03-01,Kitimat,PM25,4.217747440273038
2562,2006-04-01,Kitimat,PM10,7.7317073170731705
6716,2006-04-01,Kitimat,PM25,2.4971363115693013
2598,2006-05-01,Kitimat,PM10,9.388414907947912
6738,2006-05-01,Kitimat,PM25,2.26775956284153
2634,2006-06-01,Kitimat,PM10,12.793650793650794
6760,2006-06-01,Kitimat,PM25,3.5232815964523283
2670,2006-07-01,Kitimat,PM10,11.044621888210427
6782,2006-07-01,Kitimat,PM25,2.859565807327001
2706,2006-08-01,Kitimat,PM10,9.272727272727273
6804,2006-08-01,Kitimat,PM25,2.377204884667571
2741,2006-09-01,Kitimat,PM10,9.691558441558442
6826,2006-09-01,Kitimat,PM25,2.946964410327983
2777,2006-10-01,Kitimat,PM10,9.361874718341594
6850,2006-10-01,Kitimat,PM25,3.4851150202976995
2813,2006-11-01,Kitimat,PM10,11.336633663366337
6876,2006-11-01,Kitimat,PM25,5.459363957597173
2848,2006-12-01,Kitimat,PM10,10.13610970035551
6902,2006-12-01,Kitimat,PM25,4.659873506676036
2882,2007-01-01,Kitimat,PM10,11.974862888482633
6928,2007-01-01,Kitimat,PM25,4.775873886223441
2918,2007-02-01,Kitimat,PM10,9.608349900596421
6954,2007-02-01,Kitimat,PM25,3.688163884673748
2954,2007-03-01,Kitimat,PM10,5.921052631578948
6980,2007-03-01,Kitimat,PM25,1.2243940578577013
2990,2007-04-01,Kitimat,PM10,7.597035664659565
7006,2007-04-01,Kitimat,PM25,3.2860847018150388
3027,2007-05-01,Kitimat,PM10,9.340224719101123
7032,2007-05-01,Kitimat,PM25,3.284267386900743
3064,2007-06-01,Kitimat,PM10,8.999073645206114
7059,2007-06-01,Kitimat,PM25,2.601962158374212
3101,2007-07-01,Kitimat,PM10,9.004189944134078
7087,2007-07-01,Kitimat,PM25,2.946480938416422
3137,2007-08-01,Kitimat,PM10,9.406726457399103
7115,2007-08-01,Kitimat,PM25,3.398230088495575
3172,2007-09-01,Kitimat,PM10,8.843661971830986
7143,2007-09-01,Kitimat,PM25,2.5609929078014186
3208,2007-10-01,Kitimat,PM10,6.834829443447037
7171,2007-10-01,Kitimat,PM25,2.335593220338983
3245,2007-11-01,Kitimat,PM10,6.237099023709902
7200,2007-11-01,Kitimat,PM25,2.81210415200563
3281,2007-12-01,Kitimat,PM10,5.949662921348315
7229,2007-12-01,Kitimat,PM25,2.428860418071477
3317,2008-01-01,Kitimat,PM10,6.357913669064748
7258,2008-01-01,Kitimat,PM25,2.3256601218686526
3354,2008-02-01,Kitimat,PM10,8.152997601918464
7287,2008-02-01,Kitimat,PM25,4.002235469448584
3390,2008-03-01,Kitimat,PM10,8.681735985533454
7316,2008-03-01,Kitimat,PM25,3.5499660095173353
3427,2008-04-01,Kitimat,PM10,8.937645416472778
7345,2008-04-01,Kitimat,PM25,2.64375
3462,2008-05-01,Kitimat,PM10,12.429232192414432
7374,2008-05-01,Kitimat,PM25,3.560942760942761
3498,2008-06-01,Kitimat,PM10,7.972067039106145
7403,2008-06-01,Kitimat,PM25,2.2825017568517216
3534,2008-07-01,Kitimat,PM10,7.818678589170393
7432,2008-07-01,Kitimat,PM25,2.4423337856173677
3570,2008-08-01,Kitimat,PM10,10.774002157497304
7460,2008-08-01,Kitimat,PM25,3.4931600547195623
3606,2008-09-01,Kitimat,PM10,11.218866171003718
7488,2008-09-01,Kitimat,PM25,3.639160839160839
3643,2008-10-01,Kitimat,PM10,7.392874109263658
7516,2008-10-01,Kitimat,PM25,2.2612794612794613
3680,2008-11-01,Kitimat,PM10,6.921650440426518
7543,2008-11-01,Kitimat,PM25,2.7176799440950385
3717,2008-12-01,Kitimat,PM10,8.415128320576317
7570,2008-12-01,Kitimat,PM25,2.8687719298245615
3754,2009-01-01,Kitimat,PM10,7.904527117884356
7598,2009-01-01,Kitimat,PM25,3.0156806842480397
3790,2009-02-01,Kitimat,PM10,8.132261410788383
7626,2009-02-01,Kitimat,PM25,3.1073359073359073
3826,2009-03-01,Kitimat,PM10,8.080071974808817
7655,2009-03-01,Kitimat,PM25,2.895945945945946
3862,2009-04-01,Kitimat,PM10,8.98046511627907
7685,2009-04-01,Kitimat,PM25,3.1100981767180924
3898,2009-05-01,Kitimat,PM10,8.774786899955137
7715,2009-05-01,Kitimat,PM25,2.439567859554355
3933,2009-06-01,Kitimat,PM10,12.574142724745135
7744,2009-06-01,Kitimat,PM25,4.621835443037975
3968,2009-07-01,Kitimat,PM10,16.62525283706068
7775,2009-07-01,Kitimat,PM25,6.085948302758626
4003,2009-08-01,Kitimat,PM10,11.379864274361386
7805,2009-08-01,Kitimat,PM25,4.39793707676768
4037,2009-09-01,Kitimat,PM10,9.47866573201352
7835,2009-09-01,Kitimat,PM25,2.9663059744360902
4070,2009-10-01,Kitimat,PM10,9.38484652402334
7864,2009-10-01,Kitimat,PM25,2.9951431201079606
4104,2009-11-01,Kitimat,PM10,5.87665480705009
7895,2009-11-01,Kitimat,PM25,2.1283194373259042
4138,2009-12-01,Kitimat,PM10,6.42565627745405
7926,2009-12-01,Kitimat,PM25,2.321090761002031
4172,2010-01-01,Kitimat,PM10,7.053307810313892
7958,2010-01-01,Kitimat,PM25,2.689056682876714
4197,2010-02-01,Kitimat,PM10,7.188361924378105
7988,2010-02-01,Kitimat,PM25,3.1605144425373184
4217,2010-03-01,Kitimat,PM10,6.654304304149568
8020,2010-03-01,Kitimat,PM25,2.1191286084905645
4236,2010-04-01,Kitimat,PM10,7.641525618871407
8051,2010-04-01,Kitimat,PM25,2.043868764091857
4254,2010-05-01,Kitimat,PM10,9.824028738698015
8083,2010-05-01,Kitimat,PM25,2.516917691106584
4272,2010-06-01,Kitimat,PM10,8.488622669960485
8117,2010-06-01,Kitimat,PM25,2.0094691317034705
4290,2010-07-01,Kitimat,PM10,10.640835270362752
8151,2010-07-01,Kitimat,PM25,3.183502099722991
4308,2010-08-01,Kitimat,PM10,11.413664347305392
8185,2010-08-01,Kitimat,PM25,4.999375405446295
4326,2010-09-01,Kitimat,PM10,7.140346108597293
8219,2010-09-01,Kitimat,PM25,2.340426160901047
4342,2010-10-01,Kitimat,PM10,4.473331701079632
8253,2010-10-01,Kitimat,PM25,1.6469326569948164
4357,2010-11-01,Kitimat,PM10,4.826301827658086
8286,2010-11-01,Kitimat,PM25,2.2153211604594505
4372,2010-12-01,Kitimat,PM10,5.706330098963242
8318,2010-12-01,Kitimat,PM25,2.305421837063212
4387,2011-01-01,Kitimat,PM10,5.304591255060725
8352,2011-01-01,Kitimat,PM25,1.6758723258536576
4403,2011-02-01,Kitimat,PM10,6.2714026443769
8387,2011-02-01,Kitimat,PM25,1.851319848255813
4418,2011-03-01,Kitimat,PM10,8.917913402702686
8422,2011-03-01,Kitimat,PM25,2.6945752342752907
4433,2011-04-01,Kitimat,PM10,7.539505937499995
8457,2011-04-01,Kitimat,PM25,2.1580590319888695
4447,2011-05-01,Kitimat,PM10,6.675612781036176
8491,2011-05-01,Kitimat,PM25,2.742630604233228
4461,2011-06-01,Kitimat,PM10,5.397864064673148
8524,2011-06-01,Kitimat,PM25,2.1321971608635133
4476,2011-07-01,Kitimat,PM10,4.7233220155510445
8556,2011-07-01,Kitimat,PM25,2.4069512994923867
4491,2011-08-01,Kitimat,PM10,6.000901830748481
8589,2011-08-01,Kitimat,PM25,2.8561155373737375
4506,2011-09-01,Kitimat,PM10,5.139166568443808
8622,2011-09-01,Kitimat,PM25,2.398467562166013
4521,2011-10-01,Kitimat,PM10,4.785654829152537
8656,2011-10-01,Kitimat,PM25,2.25443162025745
4536,2011-11-01,Kitimat,PM10,5.24246832006633
8690,2011-11-01,Kitimat,PM25,2.7303101115490804
4551,2011-12-01,Kitimat,PM10,6.139652075268814
8724,2011-12-01,Kitimat,PM25,2.4171816733121845
4566,2012-01-01,Kitimat,PM10,6.1968951144010775
8760,2012-01-01,Kitimat,PM25,2.1992657781801728
4581,2012-02-01,Kitimat,PM10,8.053360017316013
8796,2012-02-01,Kitimat,PM25,3.190948927947596
4596,2012-03-01,Kitimat,PM10,8.578951427012274
8831,2012-03-01,Kitimat,PM25,2.027595783173735
4611,2012-04-01,Kitimat,PM10,8.185583572222226
8866,2012-04-01,Kitimat,PM25,2.566684202469137
4626,2012-05-01,Kitimat,PM10,7.159142512786
8901,2012-05-01,Kitimat,PM25,1.773801098331081
4641,2012-06-01,Kitimat,PM10,5.8919546439499255
8936,2012-06-01,Kitimat,PM25,2.6705599552313872
4656,2012-07-01,Kitimat,PM10,12.299634796495967
8970,2012-07-01,Kitimat,PM25,4.403128284350127
4671,2012-08-01,Kitimat,PM10,9.323678598908602
9004,2012-08-01,Kitimat,PM25,2.3464640380434774
4685,2012-09-01,Kitimat,PM10,8.573217002793296
9038,2012-09-01,Kitimat,PM25,1.752970552657006
4700,2012-10-01,Kitimat,PM10,10.817886273584902
9072,2012-10-01,Kitimat,PM25,5.541390409326427
4715,2012-11-01,Kitimat,PM10,12.41360023076923
9106,2012-11-01,Kitimat,PM25,4.378592166163147
9140,2012-12-01,Kitimat,PM25,1.563839459349595
9174,2013-01-01,Kitimat,PM25,1.4706925818673882
4758,2013-02-01,Kitimat,PM10,6.849496653374231
9208,2013-02-01,Kitimat,PM25,1.5255097082494968
4773,2013-03-01,Kitimat,PM10,10.449692779132787
9242,2013-03-01,Kitimat,PM25,2.8062128819538676
4789,2013-04-01,Kitimat,PM10,8.837530505555542
9277,2013-04-01,Kitimat,PM25,2.1976348095572757
4805,2013-05-01,Kitimat,PM10,12.094860577639748
9311,2013-05-01,Kitimat,PM25,2.229570771714923
4820,2013-06-01,Kitimat,PM10,9.03460213750001
9346,2013-06-01,Kitimat,PM25,2.2489239397421525
4835,2013-07-01,Kitimat,PM10,10.727266622132243
9380,2013-07-01,Kitimat,PM25,3.0120497640831725
4850,2013-08-01,Kitimat,PM10,9.135821782258061
9413,2013-08-01,Kitimat,PM25,3.028691628802876
4865,2013-09-01,Kitimat,PM10,10.67155121338912
9447,2013-09-01,Kitimat,PM25,3.1245638226816332
4880,2013-10-01,Kitimat,PM10,10.922968123287674
9481,2013-10-01,Kitimat,PM25,5.284537034800835
4894,2013-11-01,Kitimat,PM10,9.188191881918819
9515,2013-11-01,Kitimat,PM25,6.285907537599262
4908,2013-12-01,Kitimat,PM10,7.821576763485477
9549,2013-12-01,Kitimat,PM25,4.807347573643415
4922,2014-01-01,Kitimat,PM10,9.478968792401629
9583,2014-01-01,Kitimat,PM25,6.587279296279489
4936,2014-02-01,Kitimat,PM10,9.207072547110062
9617,2014-02-01,Kitimat,PM25,4.726472642750372
4950,2014-03-01,Kitimat,PM10,9.13342117991914
9652,2014-03-01,Kitimat,PM25,6.223533788028796
4965,2014-04-01,Kitimat,PM10,6.931088301526717
9687,2014-04-01,Kitimat,PM25,5.125485838833088
4980,2014-05-01,Kitimat,PM10,8.77774321706989
9722,2014-05-01,Kitimat,PM25,6.224929103494619
4995,2014-06-01,Kitimat,PM10,9.054278698744769
9757,2014-06-01,Kitimat,PM25,4.9924179422690775
5011,2014-07-01,Kitimat,PM10,9.769788422868741
9792,2014-07-01,Kitimat,PM25,5.974306876978049
5026,2014-08-01,Kitimat,PM10,11.766779941414145
9828,2014-08-01,Kitimat,PM25,7.395651850358444
5041,2014-09-01,Kitimat,PM10,8.440669171731447
9864,2014-09-01,Kitimat,PM25,5.72484395405021
5056,2014-10-01,Kitimat,PM10,8.997265177343225
9900,2014-10-01,Kitimat,PM25,6.7761809221772396
5070,2014-11-01,Kitimat,PM10,13.120864511530392
9936,2014-11-01,Kitimat,PM25,10.495344450488146
5084,2014-12-01,Kitimat,PM10,8.042730118279575
9972,2014-12-01,Kitimat,PM25,5.795519434038723
5098,2015-01-01,Kitimat,PM10,7.696113974306971
10008,2015-01-01,Kitimat,PM25,5.638473153707869
5113,2015-02-01,Kitimat,PM10,8.225943339984045
10045,2015-02-01,Kitimat,PM25,5.388303962065333
5128,2015-03-01,Kitimat,PM10,10.21775749321573
10081,2015-03-01,Kitimat,PM25,6.427992107865164
5144,2015-04-01,Kitimat,PM10,8.314496002789395
10117,2015-04-01,Kitimat,PM25,4.59474840923939
5160,2015-05-01,Kitimat,PM10,13.53932798246797
10153,2015-05-01,Kitimat,PM25,5.913410693584575
5176,2015-06-01,Kitimat,PM10,8.853555309888582
10188,2015-06-01,Kitimat,PM25,4.46881001818182
5190,2015-07-01,Kitimat,PM10,8.83422425033647
10221,2015-07-01,Kitimat,PM25,4.5462436672653785
5204,2015-08-01,Kitimat,PM10,9.166680284175074
10255,2015-08-01,Kitimat,PM25,3.6522848276327617
5219,2015-09-01,Kitimat,PM10,6.695107187849162
10289,2015-09-01,Kitimat,PM25,3.3432696786213323
5235,2015-10-01,Kitimat,PM10,9.920217378890394
10324,2015-10-01,Kitimat,PM25,6.132313231323132
5250,2015-11-01,Kitimat,PM10,8.422359686535772
10359,2015-11-01,Kitimat,PM25,6.312063344201211
5265,2015-12-01,Kitimat,PM10,6.350326116734149
10394,2015-12-01,Kitimat,PM25,5.2170786516853935
5280,2016-01-01,Kitimat,PM10,5.8116568184885296
10429,2016-01-01,Kitimat,PM25,4.877642825011246
5295,2016-02-01,Kitimat,PM10,5.085441303468212
10464,2016-02-01,Kitimat,PM25,4.308325266214908
5309,2016-03-01,Kitimat,PM10,7.716615913571918
10499,2016-03-01,Kitimat,PM25,4.878433138226025
5323,2016-04-01,Kitimat,PM10,7.49293495824635
10533,2016-04-01,Kitimat,PM25,4.829460966542751
5338,2016-05-01,Kitimat,PM10,9.474271275235523
10567,2016-05-01,Kitimat,PM25,4.7668463611859835
5352,2016-06-01,Kitimat,PM10,9.43022954602511
10601,2016-06-01,Kitimat,PM25,6.842105263157895
5365,2016-07-01,Kitimat,PM10,6.711172416979718
10635,2016-07-01,Kitimat,PM25,3.159364731653888
5378,2016-08-01,Kitimat,PM10,10.508572411764705
10668,2016-08-01,Kitimat,PM25,3.7371763556424034
5392,2016-09-01,Kitimat,PM10,9.80641328816987
10701,2016-09-01,Kitimat,PM25,3.9142419601837672
5406,2016-10-01,Kitimat,PM10,15.797297297297296
10734,2016-10-01,Kitimat,PM25,9.038703870387039
5420,2016-11-01,Kitimat,PM10,10.890277777777778
10767,2016-11-01,Kitimat,PM25,5.552875695732839
5434,2016-12-01,Kitimat,PM10,12.71870794078062
10800,2016-12-01,Kitimat,PM25,6.081568273997296
5448,2017-01-01,Kitimat,PM10,8.0
10833,2017-01-01,Kitimat,PM25,7.666666666666667
14,2000-01-01,Langdale,PM10,6.445491251682369
44,2000-02-01,Langdale,PM10,8.458092485549132
74,2000-03-01,Langdale,PM10,8.330623306233063
105,2000-04-01,Langdale,PM10,10.508356545961004
135,2000-05-01,Langdale,PM10,8.995956873315365
166,2000-06-01,Langdale,PM10,10.777272727272727
196,2000-07-01,Langdale,PM10,11.12231182795699
228,2000-08-01,Langdale,PM10,11.704054054054055
258,2000-09-01,Langdale,PM10,14.758379888268156
288,2000-10-01,Langdale,PM10,11.57258064516129
319,2000-11-01,Langdale,PM10,11.083333333333334
350,2000-12-01,Langdale,PM10,7.803819444444445
381,2001-01-01,Langdale,PM10,7.75894538606403
412,2001-02-01,Langdale,PM10,8.046337817638266
444,2001-03-01,Langdale,PM10,8.740890688259109
476,2001-04-01,Langdale,PM10,10.527196652719665
507,2001-05-01,Langdale,PM10,10.528936742934052
537,2001-06-01,Langdale,PM10,9.655988857938718
566,2001-07-01,Langdale,PM10,10.905913978494624
599,2001-08-01,Langdale,PM10,12.71041948579161
633,2001-09-01,Langdale,PM10,12.153631284916202
667,2001-10-01,Langdale,PM10,8.713900134952766
701,2001-11-01,Langdale,PM10,8.931468531468532
735,2001-12-01,Langdale,PM10,6.899193548387097
769,2002-01-01,Langdale,PM10,6.998652291105121
802,2002-02-01,Langdale,PM10,7.553090332805072
836,2002-03-01,Langdale,PM10,8.584118438761777
870,2002-04-01,Langdale,PM10,10.402578796561604
905,2002-05-01,Langdale,PM10,9.955645161290322
940,2002-06-01,Langdale,PM10,12.5273492286115
974,2002-07-01,Langdale,PM10,12.029810298102982
1009,2002-08-01,Langdale,PM10,13.074728260869565
1043,2002-09-01,Langdale,PM10,13.20114122681883
1075,2002-10-01,Langdale,PM10,13.686567164179104
1109,2002-11-01,Langdale,PM10,11.022222222222222
